DaystoShipActual	SalesForecast	ShipStatus	DaystoShipScheduled	SalesperCustomer	ProfitRatio	Category	City	Country/Region	CustomerName	Discount	NumberofRecords	OrderDate	Order ID	Person	PostalCode	ProductName	Profit	Quantity	Region	Returned	ProfitperOrder	 Sales 	Segment	ShipDate	ShipMode	State	SubCategory
4	$181 	Shipped Early	6	$120.58 	27.50%	Furniture	Mesa	United States	Sarah Foster	20.00%	1	8/27/2019	CA-2019-163097	Anna Andreadi	85204	Flat Face Poster Frame	$33 	8	West		$33.16 	 $121.00 	Consumer	8/31/2019	Standard Class	Arizona	Furnishings
5	$78 	Shipped Early	6	$52.42 	28.80%	Furniture	Colorado Springs	United States	Irene Maddox	20.00%	1	12/11/2017	CA-2017-104346	Anna Andreadi	80906	"Master Caster Door Stop, Large Neon Orange"	$15 	9	West		$15.07 	 $52.00 	Consumer	12/16/2017	Standard Class	Colorado	Furnishings
5	$589 	Shipped Early	6	$393.17 	-52.00%	Furniture	Phoenix	United States	Adrian Barton	50.00%	1	9/25/2018	US-2018-122245	Anna Andreadi	85023	Bevis Boat-Shaped Conference Table	($204)	3	West		($204.45)	 $393.00 	Consumer	9/30/2018	Standard Class	Arizona	Tables
4	$416 	Shipped Early	6	$277.50 	-68.00%	Furniture	Springfield	United States	Darren Koutras	50.00%	1	8/2/2017	CA-2017-112767	Anna Andreadi	97477	Balt Split Level Computer Training Table	($189)	4	West		($188.70)	 $278.00 	Consumer	8/6/2017	Standard Class	Oregon	Tables
5	"$1,200 "	Shipped Early	6	$801.60 	-56.00%	Furniture	Phoenix	United States	Maris LaWare	50.00%	1	7/18/2019	US-2019-142573	Anna Andreadi	85023	"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table"	($449)	5	West		($448.90)	 $802.00 	Consumer	7/23/2019	Standard Class	Arizona	Tables
5	$547 	Shipped Early	6	$364.95 	-68.00%	Furniture	Colorado Springs	United States	Irene Maddox	50.00%	1	12/11/2017	CA-2017-104346	Anna Andreadi	80906	Bevis Rectangular Conference Tables	($248)	5	West		($248.17)	 $365.00 	Consumer	12/16/2017	Standard Class	Colorado	Tables
4	$99 	Shipped Early	6	$66.29 	-156.70%	Furniture	Portland	United States	Jeremy Farry	70.00%	1	10/5/2017	CA-2017-133445	Anna Andreadi	97206	"Bush Cubix Collection Bookcases, Fully Assembled"	($104)	1	West		($103.86)	 $66.00 	Consumer	10/9/2017	Standard Class	Oregon	Bookcases
6	$270 	Shipped On Time	6	$180.59 	-133.30%	Furniture	Fort Collins	United States	Arthur Prichep	70.00%	1	9/23/2019	US-2019-132059	Anna Andreadi	80525	"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"	($241)	2	West		($240.78)	 $181.00 	Consumer	9/29/2019	Standard Class	Colorado	Bookcases
5	$104 	Shipped Early	6	$69.58 	-206.70%	Furniture	Colorado Springs	United States	Irene Maddox	70.00%	1	12/11/2017	CA-2017-104346	Anna Andreadi	80906	"Bush Westfield Collection Bookcases, Dark Cherry Finish"	($144)	4	West		($143.79)	 $70.00 	Consumer	12/16/2017	Standard Class	Colorado	Bookcases
6	$326 	Shipped On Time	6	$217.76 	-176.70%	Furniture	Springfield	United States	Juliana Krohn	70.00%	1	10/2/2019	CA-2019-141117	Anna Andreadi	97477	O'Sullivan 4-Shelf Bookcase in Odessa Pine	($385)	6	West		($384.72)	 $218.00 	Consumer	10/8/2019	Standard Class	Oregon	Bookcases
4	$884 	Shipped Early	6	$590.06 	-133.30%	Furniture	Colorado Springs	United States	Jim Radford	70.00%	1	12/24/2017	US-2017-103471	Anna Andreadi	80906	"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors"	($787)	7	West		($786.74)	 $590.00 	Consumer	12/28/2017	Standard Class	Colorado	Bookcases
4	$153 	Shipped Early	6	$102.02 	-180.00%	Furniture	Parker	United States	Tony Sayre	70.00%	1	12/19/2019	CA-2019-116946	Anna Andreadi	80134	O'Sullivan 2-Shelf Heavy-Duty Bookcases	($184)	7	West		($183.63)	 $102.00 	Consumer	12/23/2019	Standard Class	Colorado	Bookcases
3	$9 	Shipped Late	1	$5.81 	31.00%	Office Supplies	Garden City	United States	Brosina Hoffman	0.00%	1	2/8/2017	US-2017-130491	Kelly Williams	67846	"Advantus Push Pins, Aluminum Head"	$2 	1	Central		$1.80 	$6 	Consumer	2/11/2017	First Class	Kansas	Fasteners
3	$6 	Shipped Late	1	$3.69 	47.00%	Office Supplies	Indianapolis	United States	Adrian Barton	0.00%	1	12/20/2016	CA-2016-103100	Kelly Williams	46203	Avery 487	$2 	1	Central		$1.73 	$4 	Consumer	12/23/2016	First Class	Indiana	Labels
3	$9 	Shipped Late	1	$5.76 	30.00%	Office Supplies	Garden City	United States	Brosina Hoffman	0.00%	1	2/8/2017	US-2017-130491	Kelly Williams	67846	"Sanford Colorific Colored Pencils, 12/Box"	$2 	2	Central		$1.73 	$6 	Consumer	2/11/2017	First Class	Kansas	Art
3	$34 	Shipped Late	1	$23.00 	45.00%	Office Supplies	Detroit	United States	Cynthia Arntzen	0.00%	1	12/11/2017	CA-2017-135853	Kelly Williams	48205	Ibico Covers for Plastic or Wire Binding Elements	$10 	2	Central		$10.35 	$23 	Consumer	12/14/2017	First Class	Michigan	Binders
3	"$2,687 "	Shipped Late	1	"$1,793.98 "	47.00%	Office Supplies	Minneapolis	United States	Amy Cox	0.00%	1	10/3/2019	CA-2019-141789	Kelly Williams	55407	GBC DocuBind TL300 Electric Binding System	$843 	2	Central		$843.17 	"$1,794 "	Consumer	10/6/2019	First Class	Minnesota	Binders
1	$488 	Shipped On Time	1	$325.86 	46.00%	Office Supplies	Oklahoma City	United States	Tony Molinari	0.00%	1	3/30/2019	CA-2019-113474	Kelly Williams	73120	Multimedia Mailers	$150 	2	Central		$149.90 	$326 	Consumer	3/31/2019	First Class	Oklahoma	Envelopes
3	$14 	Shipped Late	1	$9.54 	45.00%	Office Supplies	Garden City	United States	Brosina Hoffman	0.00%	1	2/8/2017	US-2017-130491	Kelly Williams	67846	"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"	$4 	2	Central		$4.29 	$10 	Consumer	2/11/2017	First Class	Kansas	Paper
3	$17 	Shipped Late	1	$11.56 	49.00%	Office Supplies	Saint Charles	United States	Jennifer Ferguson	0.00%	1	8/22/2016	US-2016-166828	Kelly Williams	63301	Xerox 1899	$6 	2	Central		$5.66 	$12 	Consumer	8/25/2016	First Class	Missouri	Paper
3	$18 	Shipped Late	1	$11.76 	49.00%	Office Supplies	Saint Louis	United States	Nora Paige	0.00%	1	11/2/2019	CA-2019-167227	Kelly Williams	63116	"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"	$6 	2	Central		$5.76 	$12 	Consumer	11/5/2019	First Class	Missouri	Paper
2	$7 	Shipped Late	1	$4.36 	4.00%	Office Supplies	Roseville	United States	Dan Campbell	0.00%	1	11/23/2019	CA-2019-167017	Kelly Williams	48066	Staple remover	$0 	2	Central		$0.17 	$4 	Consumer	11/25/2019	First Class	Michigan	Supplies
3	"$1,653 "	Shipped Late	1	"$1,103.97 "	45.00%	Office Supplies	Indianapolis	United States	Adrian Barton	0.00%	1	12/20/2016	CA-2016-103100	Kelly Williams	46203	Ibico Ibimaster 300 Manual Binding System	$497 	3	Central		$496.79 	"$1,104 "	Consumer	12/23/2016	First Class	Indiana	Binders
2	$243 	Shipped Late	1	$161.94 	6.00%	Office Supplies	Minneapolis	United States	Dianna Vittorini	0.00%	1	6/22/2016	CA-2016-124646	Kelly Williams	55407	Fellowes Bankers Box Recycled Super Stor/Drawer	$10 	3	Central		$9.72 	$162 	Consumer	6/24/2016	First Class	Minnesota	Storage
2	$752 	Shipped Late	1	$501.81 	0.00%	Office Supplies	Minneapolis	United States	Dianna Vittorini	0.00%	1	6/22/2016	CA-2016-124646	Kelly Williams	55407	Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers	$0 	3	Central		$0.00 	$502 	Consumer	6/24/2016	First Class	Minnesota	Storage
2	$70 	Shipped Late	1	$46.64 	27.00%	Office Supplies	Madison	United States	Resi Pölking	0.00%	1	12/1/2016	CA-2016-120474	Kelly Williams	53711	"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"	$13 	4	Central		$12.59 	$47 	Consumer	12/3/2016	First Class	Wisconsin	Art
1	$43 	Shipped On Time	1	$28.40 	46.00%	Office Supplies	Kirkwood	United States	Kelly Williams	0.00%	1	8/7/2017	US-2017-124219	Kelly Williams	63122	"Wilson Jones Hanging View Binder, White, 1"""	$13 	4	Central		$13.06 	$28 	Consumer	8/8/2017	First Class	Missouri	Binders
3	$293 	Shipped Late	1	$195.64 	47.00%	Office Supplies	Eau Claire	United States	Richard Eichhorn	0.00%	1	12/27/2017	CA-2017-151589	Kelly Williams	54703	Xerox 1917	$92 	4	Central		$91.95 	$196 	Consumer	12/30/2017	First Class	Wisconsin	Paper
3	$126 	Shipped Late	1	$83.90 	25.00%	Office Supplies	Saint Louis	United States	Nora Paige	0.00%	1	11/2/2019	CA-2019-167227	Kelly Williams	63116	Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210	$21 	10	Central		$20.98 	$84 	Consumer	11/5/2019	First Class	Missouri	Appliances
3	$9 	Shipped Late	1	$5.95 	6.30%	Office Supplies	Dallas	United States	Sanjit Engle	20.00%	1	8/27/2019	CA-2019-155047	Kelly Williams	75220	"Eberhard Faber 3 1/2"" Golf Pencils"	$0 	1	Central		$0.37 	$6 	Consumer	8/30/2019	First Class	Texas	Art
3	$8 	Shipped Late	1	$5.18 	36.30%	Office Supplies	Harlingen	United States	John Stevenson	20.00%	1	3/14/2018	CA-2018-162082	Kelly Williams	78550	Xerox 1993	$2 	1	Central		$1.88 	$5 	Consumer	3/17/2018	First Class	Texas	Paper
2	$16 	Shipped Late	1	$10.78 	7.50%	Office Supplies	Houston	United States	Bruce Geld	20.00%	1	9/6/2018	CA-2018-145240	Kelly Williams	77070	"Tenex Personal Project File with Scoop Front Design, Black"	$1 	1	Central		$0.81 	$11 	Consumer	9/8/2018	First Class	Texas	Storage
2	$13 	Shipped Late	1	$8.93 	6.20%	Office Supplies	Arlington	United States	Dan Campbell	20.00%	1	9/18/2019	CA-2019-131016	Kelly Williams	76017	Newell 314	$1 	2	Central		$0.56 	$9 	Consumer	9/20/2019	First Class	Texas	Art
1	$67 	Shipped On Time	1	$45.04 	10.00%	Office Supplies	Dallas	United States	Sandra Flanagan	20.00%	1	12/5/2017	CA-2017-142937	Kelly Williams	75220	"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"	$5 	2	Central		$4.50 	$45 	Consumer	12/6/2017	First Class	Texas	Art
1	$57 	Shipped On Time	1	$37.84 	7.50%	Office Supplies	Houston	United States	Nat Carroll	20.00%	1	5/4/2016	CA-2016-111899	Kelly Williams	77036	Boston Home & Office Model 2000 Electric Pencil Sharpeners	$3 	2	Central		$2.84 	$38 	Consumer	5/5/2016	First Class	Texas	Art
3	$7 	Shipped Late	1	$4.61 	36.30%	Office Supplies	Houston	United States	Mark Van Huff	20.00%	1	6/25/2017	CA-2017-119690	Kelly Williams	77041	Avery File Folder Labels	$2 	2	Central		$1.67 	$5 	Consumer	6/28/2017	First Class	Texas	Labels
3	$115 	Shipped Late	1	$76.86 	35.00%	Office Supplies	Frankfort	United States	Bobby Trafton	20.00%	1	6/18/2018	US-2018-163461	Kelly Williams	60423	Xerox 1937	$27 	2	Central		$26.90 	$77 	Consumer	6/21/2018	First Class	Illinois	Paper
1	$115 	Shipped On Time	1	$76.86 	35.00%	Office Supplies	Houston	United States	Greg Tran	20.00%	1	5/14/2019	CA-2019-161774	Kelly Williams	77041	Xerox 1937	$27 	2	Central		$26.90 	$77 	Consumer	5/15/2019	First Class	Texas	Paper
3	$16 	Shipped Late	1	$10.37 	35.00%	Office Supplies	Plano	United States	Clay Cheatham	20.00%	1	12/3/2019	CA-2019-123071	Kelly Williams	75023	Xerox 1998	$4 	2	Central		$3.63 	$10 	Consumer	12/6/2019	First Class	Texas	Paper
2	$71 	Shipped Late	1	$47.58 	-6.20%	Office Supplies	Arlington	United States	Dan Campbell	20.00%	1	9/18/2019	CA-2019-131016	Kelly Williams	76017	Acco Perma 2700 Stacking Storage Drawers	($3)	2	Central		($2.97)	$48 	Consumer	9/20/2019	First Class	Texas	Storage
1	$177 	Shipped On Time	1	$118.16 	-21.30%	Office Supplies	Dallas	United States	Chloris Kastensmidt	20.00%	1	8/7/2019	CA-2019-110821	Kelly Williams	75081	Safco Industrial Shelving	($25)	2	Central		($25.11)	$118 	Consumer	8/8/2019	First Class	Texas	Storage
3	$396 	Shipped Late	1	$264.32 	7.50%	Office Supplies	Dallas	United States	Neola Schneider	20.00%	1	12/24/2019	CA-2019-121195	Kelly Williams	75220	Economy Rollaway Files	$20 	2	Central		$19.82 	$264 	Consumer	12/27/2019	First Class	Texas	Storage
1	$27 	Shipped On Time	1	$18.16 	10.00%	Office Supplies	Houston	United States	Claire Gute	20.00%	1	1/26/2019	CA-2019-164098	Kelly Williams	77070	"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"	$2 	2	Central		$1.82 	$18 	Consumer	1/27/2019	First Class	Texas	Storage
2	$11 	Shipped Late	1	$7.06 	31.30%	Office Supplies	Chicago	United States	Sue Ann Reed	20.00%	1	4/3/2019	CA-2019-127264	Kelly Williams	60653	Prang Colored Pencils	$2 	3	Central		$2.21 	$7 	Consumer	4/5/2019	First Class	Illinois	Art
3	$12 	Shipped Late	1	$7.90 	31.30%	Office Supplies	Chicago	United States	Luke Weiss	20.00%	1	5/17/2018	US-2018-117037	Kelly Williams	60653	Acco Hot Clips Clips to Go	$2 	3	Central		$2.47 	$8 	Consumer	5/20/2018	First Class	Illinois	Fasteners
2	$17 	Shipped Late	1	$11.42 	32.50%	Office Supplies	Chicago	United States	Rose O'Brian	20.00%	1	9/24/2019	CA-2019-148411	Kelly Williams	60623	Wirebound Voice Message Log Book	$4 	3	Central		$3.71 	$11 	Consumer	9/26/2019	First Class	Illinois	Paper
3	$95 	Shipped Late	1	$63.31 	32.50%	Office Supplies	Freeport	United States	Troy Staebel	20.00%	1	10/13/2019	CA-2019-163160	Kelly Williams	61032	Easy-staple paper	$21 	3	Central		$20.58 	$63 	Consumer	10/16/2019	First Class	Illinois	Paper
1	$72 	Shipped On Time	1	$47.95 	33.80%	Office Supplies	Houston	United States	Greg Tran	20.00%	1	5/14/2019	CA-2019-161774	Kelly Williams	77041	Xerox 1936	$16 	3	Central		$16.18 	$48 	Consumer	5/15/2019	First Class	Texas	Paper
3	$72 	Shipped Late	1	$47.95 	33.80%	Office Supplies	Houston	United States	Mark Van Huff	20.00%	1	6/25/2017	CA-2017-119690	Kelly Williams	77041	Xerox 1884	$16 	3	Central		$16.18 	$48 	Consumer	6/28/2017	First Class	Texas	Paper
3	$199 	Shipped Late	1	$132.70 	7.50%	Office Supplies	Decatur	United States	Richard Eichhorn	20.00%	1	6/3/2016	CA-2016-163867	Kelly Williams	62521	Recycled Steel Personal File for Standard File Folders	$10 	3	Central		$9.95 	$133 	Consumer	6/6/2016	First Class	Illinois	Storage
2	$8 	Shipped Late	1	$5.25 	31.30%	Office Supplies	Chicago	United States	Russell Applegate	20.00%	1	6/30/2016	CA-2016-123064	Kelly Williams	60653	BIC Brite Liner Grip Highlighters	$2 	4	Central		$1.64 	$5 	Consumer	7/2/2016	First Class	Illinois	Art
3	$24 	Shipped Late	1	$15.94 	32.50%	Office Supplies	Decatur	United States	Richard Eichhorn	20.00%	1	6/3/2016	CA-2016-163867	Kelly Williams	62521	Avery 513	$5 	4	Central		$5.18 	$16 	Consumer	6/6/2016	First Class	Illinois	Labels
1	$23 	Shipped On Time	1	$15.23 	36.30%	Office Supplies	The Colony	United States	Barry Gonzalez	20.00%	1	11/17/2018	CA-2018-134110	Kelly Williams	75056	"TOPS Voice Message Log Book, Flash Format"	$6 	4	Central		$5.52 	$15 	Consumer	11/18/2018	First Class	Texas	Paper
1	$69 	Shipped On Time	1	$46.20 	12.50%	Office Supplies	Houston	United States	Greg Tran	20.00%	1	5/14/2019	CA-2019-161774	Kelly Williams	77041	Newell 309	$6 	5	Central		$5.77 	$46 	Consumer	5/15/2019	First Class	Texas	Art
2	$20 	Shipped Late	1	$13.04 	30.00%	Office Supplies	Houston	United States	Nathan Cano	20.00%	1	11/19/2019	CA-2019-131254	Kelly Williams	77095	"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink"	$4 	5	Central		$3.91 	$13 	Consumer	11/21/2019	First Class	Texas	Art
1	$17 	Shipped On Time	1	$11.52 	36.30%	Office Supplies	Chicago	United States	Maris LaWare	20.00%	1	1/20/2019	CA-2019-152079	Kelly Williams	60653	Avery File Folder Labels	$4 	5	Central		$4.18 	$12 	Consumer	1/21/2019	First Class	Illinois	Labels
2	$16 	Shipped Late	1	$10.44 	32.50%	Office Supplies	Garland	United States	Tamara Dahlen	20.00%	1	11/11/2019	CA-2019-150959	Kelly Williams	75043	Permanent Self-Adhesive File Folder Labels for Typewriters by Universal	$3 	5	Central		$3.39 	$10 	Consumer	11/13/2019	First Class	Texas	Labels
3	$572 	Shipped Late	1	$381.72 	-17.50%	Office Supplies	Des Plaines	United States	Joe Kamberova	20.00%	1	11/18/2016	CA-2016-163468	Kelly Williams	60016	Fellowes Stor/Drawer Steel Plus Storage Drawers	($67)	5	Central		($66.80)	$382 	Consumer	11/21/2016	First Class	Illinois	Storage
1	$8 	Shipped On Time	1	$5.47 	33.80%	Office Supplies	Houston	United States	Nat Carroll	20.00%	1	5/4/2016	CA-2016-111899	Kelly Williams	77036	OIC Thumb-Tacks	$2 	6	Central		$1.85 	$5 	Consumer	5/5/2016	First Class	Texas	Fasteners
1	$279 	Shipped On Time	1	$186.05 	36.30%	Office Supplies	Aurora	United States	Kelly Andreada	20.00%	1	12/29/2018	CA-2018-124051	Kelly Williams	60505	White Computer Printout Paper by Universal	$67 	6	Central		$67.44 	$186 	Consumer	12/30/2018	First Class	Illinois	Paper
3	$47 	Shipped Late	1	$31.10 	35.00%	Office Supplies	Houston	United States	Jack Lebron	20.00%	1	9/1/2016	CA-2016-165428	Kelly Williams	77036	Xerox 216	$11 	6	Central		$10.89 	$31 	Consumer	9/4/2016	First Class	Texas	Paper
3	$218 	Shipped Late	1	$145.54 	11.30%	Office Supplies	Harlingen	United States	John Stevenson	20.00%	1	3/14/2018	CA-2018-162082	Kelly Williams	78550	"BOSTON Ranger #55 Pencil Sharpener, Black"	$16 	7	Central		$16.37 	$146 	Consumer	3/17/2018	First Class	Texas	Art
3	$260 	Shipped Late	1	$173.49 	31.30%	Office Supplies	Houston	United States	Lynn Smith	20.00%	1	6/15/2018	CA-2018-152765	Kelly Williams	77036	Xerox 19	$54 	7	Central		$54.21 	$173 	Consumer	6/18/2018	First Class	Texas	Paper
3	$54 	Shipped Late	1	$36.29 	35.00%	Office Supplies	Houston	United States	Joe Elijah	20.00%	1	10/23/2017	CA-2017-110877	Kelly Williams	77041	Xerox 212	$13 	7	Central		$12.70 	$36 	Consumer	10/26/2017	First Class	Texas	Paper
3	$46 	Shipped Late	1	$30.53 	31.30%	Office Supplies	Chicago	United States	Luke Weiss	20.00%	1	5/17/2018	US-2018-117037	Kelly Williams	60653	"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"	$10 	8	Central		$9.54 	$31 	Consumer	5/20/2018	First Class	Illinois	Paper
2	$126 	Shipped Late	1	$83.84 	36.30%	Office Supplies	Edinburg	United States	Natalie Fritzler	20.00%	1	8/18/2018	CA-2018-113551	Kelly Williams	78539	Advantus Motivational Note Cards	$30 	8	Central		$30.39 	$84 	Consumer	8/20/2018	First Class	Texas	Paper
2	$4 	Shipped Late	1	$2.39 	-265.00%	Office Supplies	Chicago	United States	Matt Collins	80.00%	1	12/2/2016	CA-2016-101147	Kelly Williams	60623	Staple holder	($6)	1	Central		($6.34)	$2 	Consumer	12/4/2016	First Class	Illinois	Appliances
3	$4 	Shipped Late	1	$2.89 	-165.00%	Office Supplies	Chicago	United States	Luke Weiss	80.00%	1	5/17/2018	US-2018-117037	Kelly Williams	60653	"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders"	($5)	1	Central		($4.77)	$3 	Consumer	5/20/2018	First Class	Illinois	Binders
3	$6 	Shipped Late	1	$4.28 	-155.00%	Office Supplies	Austin	United States	Tim Brockman	80.00%	1	1/15/2019	US-2019-104661	Kelly Williams	78745	Acco D-Ring Binder w/DublLock	($7)	1	Central		($6.63)	$4 	Consumer	1/18/2019	First Class	Texas	Binders
2	$3 	Shipped Late	1	$2.07 	-165.00%	Office Supplies	Edinburg	United States	Natalie Fritzler	80.00%	1	8/18/2018	CA-2018-113551	Kelly Williams	78539	GBC Wire Binding Combs	($3)	1	Central		($3.41)	$2 	Consumer	8/20/2018	First Class	Texas	Binders
3	$7 	Shipped Late	1	$4.98 	-170.00%	Office Supplies	Fort Worth	United States	Nathan Cano	80.00%	1	12/27/2016	CA-2016-165393	Kelly Williams	76106	GBC Standard Therm-A-Bind Covers	($8)	1	Central		($8.47)	$5 	Consumer	12/30/2016	First Class	Texas	Binders
3	$10 	Shipped Late	1	$6.93 	-160.00%	Office Supplies	Pasadena	United States	Evan Henry	80.00%	1	11/22/2016	CA-2016-105340	Kelly Williams	77506	Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges	($11)	1	Central		($11.08)	$7 	Consumer	11/25/2016	First Class	Texas	Binders
2	$2 	Shipped Late	1	$1.39 	-270.00%	Office Supplies	Abilene	United States	Dennis Kane	80.00%	1	12/11/2019	CA-2019-165099	Kelly Williams	79605	Hoover Commercial Lightweight Upright Vacuum	($4)	2	Central		($3.76)	$1 	Consumer	12/13/2019	First Class	Texas	Appliances
1	$32 	Shipped On Time	1	$21.39 	-255.00%	Office Supplies	Dallas	United States	Max Engle	80.00%	1	6/29/2019	CA-2019-137449	Kelly Williams	75220	Belkin F9G930V10-GRY 9 Outlet Surge	($55)	2	Central		($54.55)	$21 	Consumer	6/30/2019	First Class	Texas	Appliances
2	$23 	Shipped Late	1	$15.08 	-150.00%	Office Supplies	Chicago	United States	Neoma Murray	80.00%	1	9/27/2017	US-2017-100531	Kelly Williams	60610	Vinyl Sectional Post Binders	($23)	2	Central		($22.62)	$15 	Consumer	9/29/2017	First Class	Illinois	Binders
3	$3 	Shipped Late	1	$1.96 	-165.00%	Office Supplies	Quincy	United States	Sarah Jordon	80.00%	1	9/30/2018	CA-2018-108644	Kelly Williams	62301	"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"	($3)	2	Central		($3.24)	$2 	Consumer	10/3/2018	First Class	Illinois	Binders
3	$1 	Shipped Late	1	$0.98 	-150.00%	Office Supplies	Houston	United States	Mark Van Huff	80.00%	1	6/25/2017	CA-2017-119690	Kelly Williams	77041	"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack"	($1)	2	Central		($1.48)	$1 	Consumer	6/28/2017	First Class	Texas	Binders
2	$25 	Shipped Late	1	$16.39 	-160.00%	Office Supplies	La Porte	United States	William Brown	80.00%	1	10/10/2018	CA-2018-126627	Kelly Williams	77571	"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"	($26)	2	Central		($26.23)	$16 	Consumer	10/12/2018	First Class	Texas	Binders
3	$4 	Shipped Late	1	$2.89 	-170.00%	Office Supplies	Des Plaines	United States	Joe Kamberova	80.00%	1	11/18/2016	CA-2016-163468	Kelly Williams	60016	Wilson Jones Turn Tabs Binder Tool for Ring Binders	($5)	3	Central		($4.92)	$3 	Consumer	11/21/2016	First Class	Illinois	Binders
3	$5 	Shipped Late	1	$3.65 	-165.00%	Office Supplies	Houston	United States	Jack Lebron	80.00%	1	9/1/2016	CA-2016-165428	Kelly Williams	77036	Prestige Round Ring Binders	($6)	3	Central		($6.02)	$4 	Consumer	9/4/2016	First Class	Texas	Binders
3	$145 	Shipped Late	1	$96.78 	-150.00%	Office Supplies	Freeport	United States	Troy Staebel	80.00%	1	10/13/2019	CA-2019-163160	Kelly Williams	61032	GBC VeloBinder Electric Binding Machine	($145)	4	Central		($145.18)	$97 	Consumer	10/16/2019	First Class	Illinois	Binders
1	$13 	Shipped On Time	1	$8.78 	-155.00%	Office Supplies	Allen	United States	Anthony Witt	80.00%	1	11/29/2017	CA-2017-129112	Kelly Williams	75002	GBC Imprintable Covers	($14)	4	Central		($13.62)	$9 	Consumer	11/30/2017	First Class	Texas	Binders
3	$49 	Shipped Late	1	$32.78 	-160.00%	Office Supplies	Austin	United States	Tim Brockman	80.00%	1	1/15/2019	US-2019-104661	Kelly Williams	78745	"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"	($52)	4	Central		($52.45)	$33 	Consumer	1/18/2019	First Class	Texas	Binders
3	$15 	Shipped Late	1	$10.02 	-165.00%	Office Supplies	Dallas	United States	Tom Prescott	80.00%	1	8/28/2018	CA-2018-145303	Kelly Williams	75081	GBC ProClick Spines for 32-Hole Punch	($17)	4	Central		($16.54)	$10 	Consumer	8/31/2018	First Class	Texas	Binders
2	$27 	Shipped Late	1	$18.34 	-175.00%	Office Supplies	Garland	United States	Tamara Dahlen	80.00%	1	11/11/2019	CA-2019-150959	Kelly Williams	75043	Deluxe Heavy-Duty Vinyl Round Ring Binder	($32)	4	Central		($32.09)	$18 	Consumer	11/13/2019	First Class	Texas	Binders
1	$6 	Shipped On Time	1	$3.98 	-165.00%	Office Supplies	Peoria	United States	Ralph Arnett	80.00%	1	8/4/2018	US-2018-128195	Kelly Williams	61604	Ibico Presentation Index for Binding Systems	($7)	5	Central		($6.57)	$4 	Consumer	8/5/2018	First Class	Illinois	Binders
3	$26 	Shipped Late	1	$17.46 	-175.00%	Office Supplies	Chicago	United States	Laurel Elliston	80.00%	1	5/27/2016	US-2016-117058	Kelly Williams	60653	Fellowes Presentation Covers for Comb Binding Machines	($31)	6	Central		($30.56)	$17 	Consumer	5/30/2016	First Class	Illinois	Binders
2	"$2,284 "	Shipped Late	1	"$1,525.19 "	-150.00%	Office Supplies	Houston	United States	Nathan Cano	80.00%	1	11/19/2019	CA-2019-131254	Kelly Williams	77095	Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind	"($2,288)"	6	Central		"($2,287.78)"	"$1,525 "	Consumer	11/21/2019	First Class	Texas	Binders
3	$50 	Shipped Late	1	$33.57 	-160.00%	Office Supplies	Rockford	United States	Guy Thornton	80.00%	1	11/26/2019	CA-2019-130526	Kelly Williams	61107	GBC Premium Transparent Covers with Diagonal Lined Pattern	($54)	8	Central		($53.71)	$34 	Consumer	11/29/2019	First Class	Illinois	Binders
3	$46 	Shipped Late	1	$30.96 	-170.00%	Office Supplies	Dallas	United States	Keith Herrera	80.00%	1	8/15/2016	CA-2016-138023	Kelly Williams	75081	GBC Durable Plastic Covers	($53)	8	Central		($52.63)	$31 	Consumer	8/18/2016	First Class	Texas	Binders
3	$20 	Shipped Late	1	$13.14 	-165.00%	Office Supplies	Dallas	United States	Tom Prescott	80.00%	1	8/28/2018	CA-2018-145303	Kelly Williams	75081	"Angle-D Binders with Locking Rings, Label Holders"	($22)	9	Central		($21.68)	$13 	Consumer	8/31/2018	First Class	Texas	Binders
3	$46 	Shipped Late	1	$30.98 	26.00%	Office Supplies	New York City	United States	Mitch Webber	0.00%	1	9/20/2016	CA-2016-125997	Chuck Magee	10011	Euro-Pro Shark Turbo Vacuum	$8 	1	East		$8.05 	$31 	Consumer	9/23/2016	First Class	New York	Appliances
